"2004-03-28"	[105.75, 105.25, 105.52215588722935, 0.11788668765723674, 105.47]
"2004-03-29"	[105.94, 105.25, 105.56386502546765, 0.13509046374477193, 105.54]
"2004-03-30"	[106.22, 103.98, 105.49223956913193, 0.50565382173866213, 104.33]
"2004-03-31"	[104.55, 103.39, 104.03917379913096, 0.19667876649077831, 104.14]
"2004-04-01"	[104.25, 103.48, 103.85517269860398, 0.16829631206727219, 104.04]
"2004-04-02"	[104.77, 103.90000000000001, 104.32827891480483, 0.16685867236246407, 104.5]
